sigma T
19.77881161	389.5
34.04612884	341
18.10540128	353
37.50407385	484
21.06075867	368
29.02728601	393
40.97458562	423
50.46010525	358
32.33676958	324
43.24510248	307
23.16187001	347
48.97164713	418
38.78618382	365.5
12.03698006	296
75.63453797	609
38.00767466	339
20.88393854	325
26.71713973	355
19.51068084	246
26.76855535	406
26.04269998	389
30.41929212	306
26.5251453	387
39.92666889	391
30.06104899	408
24.76332414	320
26.84161363	371
22.72296929	288
19.37710562	265
40.63830979	431
25.16611478	348
23.11865529	373
18.75648036	335
24.2120264	328
25.7450103	319
40.48499379	396.5
33.78732504	399
37.53405861	433
41.73194886	440
