sigma DD
19.77881161	-2.314989052
34.04612884	2.85216166
18.10540128	-0.797156258
37.50407385	0.754739062
21.06075867	-1.179949142
29.02728601	-0.273134296
40.97458562	-1.829551967
50.46010525	3.186446838
32.33676958	1.763319982
43.24510248	1.166747213
23.16187001	-3.47869101
48.97164713	1.655275303
38.78618382	-1.081274072
12.03698006	-4.303813751
75.63453797	-2.858856671
38.00767466	1.326065695
20.88393854	-0.057923065
26.71713973	0.073383184
19.51068084	-1.543449587
26.76855535	-3.879344986
26.04269998	-1.902427682
30.41929212	1.986469476
26.5251453	1.36068144
39.92666889	-1.414452811
30.06104899	0.878660267
24.76332414	-2.526231152
26.84161363	-3.123682047
22.72296929	0.169195561
19.37710562	1.946778161
40.63830979	-2.510354626
25.16611478	2.666165696
23.11865529	-0.632112391
18.75648036	1.011072955
24.2120264	-4.363350725
25.7450103	-2.779149133
40.48499379	-1.21368676
33.78732504	-0.809616872
37.53405861	7.468937835
41.73194886	1.838733482
